"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"17",-0.176251633760219,0.0228709859519867,-0.719920738872683,-0.0104017869562519,NA,2.95890189666803,-6.06179673652891,-3.51767952911628,NA,NA,NA,NA,NA,NA
"18",-0.204910758633276,0.0142788684052735,-0.510747013310224,-0.00725143867631334,NA,7.98320005264912,NA,-3.2701298701688,NA,NA,0.266029591414757,NA,-0.00011003714969375,NA
"19",-0.172468537487959,0.0550854742417481,-0.657868708509961,-0.0138639323723801,NA,5.6847100329905,-3.54516412776822,-2.81871024342261,-0.00123558845493201,0.228503776483456,0.205100579510135,NA,-0.000234253851848835,NA
"20",-0.162887839663461,0.0190199189843137,-0.653184572018292,-0.0108854381557943,NA,NA,-3.13905371993395,2.65577298493645,-0.00161128495192032,0.00720147165714986,0.615995620321883,NA,-0.000199865942096676,NA
"21",-0.13785341331164,0.00658993589182945,-0.407591354470131,-0.00571430920885125,NA,8.50090163948223,NA,NA,-0.00127133496520859,-0.124255837866559,0.19304060258208,NA,-6.83908987317087e-05,NA
"22",-0.188954020339779,0.0184138014223056,-0.722939435177731,-0.0124001124010128,NA,8.97707668460182,-7.22898340178568,-4.86102734982219,NA,-0.0995519560682563,NA,NA,-0.000202762390632436,NA
"23",-0.148996610370204,0.0293777393927957,-0.608494657558316,-0.00907099733053169,NA,7.58816117291365,-5.35295092499841,NA,-0.00153659947015457,NA,0.306358603662894,-0.00015677380610056,-0.000128899901433389,NA
"24",-0.162376117096619,0.0606854712416023,-0.572825718180378,-0.011477483666918,NA,8.79108837864966,-6.7152646745602,NA,-0.000899208261889904,-0.280480221366513,0.16357129549463,NA,-0.000244548665249898,NA
"25",-0.172045200083029,0.0286530747039338,-0.565256807346933,-0.00462865171750615,NA,NA,NA,-7.88210347559846,NA,NA,0.0728794375570006,NA,-7.52622828295344e-05,NA
"26",-0.128567621326688,0.0367504168015071,-0.658495052548026,-0.00964941356285158,NA,9.73675317178413,NA,-8.86137464281177,NA,0.318565139865065,0.29219201283371,NA,-0.000108095281792938,NA
"27",-0.191755758656779,0.013715880698379,-0.62055145288941,-0.0154863729186104,0.137537002431415,7.09436244030097,-5.17254075578456,-8.84471056382578,NA,-0.0909948089127251,0.230948754666108,NA,-0.000119577801017679,NA
"28",NA,0.00848595199401927,-0.537040978845818,-0.0219381591146548,NA,1.23185644507426,-3.80281044654817,-6.09803251823412,-0.000837460836555237,NA,0.146923591067163,NA,-0.000106129147084007,NA
"29",-0.113875690256034,0.0147058219272798,-0.64276702780475,-0.0104166862638297,NA,10.5249230904585,NA,-5.63909884717815,-0.00138712200154282,-0.409714755342747,0.149648812329807,NA,-0.000118113562404648,NA
"30",-0.183417829786992,NA,-0.590215469264689,-0.0118185292979049,NA,NA,NA,NA,NA,-1.26858607003432,0.243198122417472,NA,NA,NA
"31",-0.124668404457156,0.0175190237013957,-0.541226515177215,-0.0101928140427303,NA,1.9959990555957,-4.90256406309235,-6.03893545695107,-0.00113687026333447,0.204730471199595,0.216735357343338,NA,-7.29412113474203e-05,NA
"32",-0.197542415871153,0.0149584678992165,-0.588545504531701,-0.0100843092073212,NA,7.53671491507172,-5.05903436556616,-3.30252264009665,NA,NA,0.652238873828544,NA,NA,NA
"33",-0.118466416923053,0.0292830060490656,-0.592269686129352,-0.00846403960029379,NA,8.71815672370432,NA,-9.05174644232701,-0.00135733162705135,-1.27527427063114,0.311537546980122,NA,-0.000259721987572482,0.625544535856705
"34",-0.15930333231017,0.0173230265081068,-0.767005319795217,-0.0075318608468539,NA,NA,NA,-0.906324657446991,-0.0010387241967338,NA,0.225359811745544,NA,-0.000157438373378328,-0.326038338653027
"35",-0.195958233576605,0.0198511882221218,-0.550573390166116,-0.00779701521821544,NA,9.38602440794986,NA,-4.40462871009423,NA,NA,0.306778153573839,NA,-9.59803112874984e-05,NA
"36",-0.115343591027099,0.0288197787577359,-0.575982149081813,-0.00910962666140577,NA,7.69681338281986,NA,-8.22876677365061,NA,-0.0176718103358325,0.226716469143234,NA,-8.16437375125743e-05,NA
"37",-0.16660350733581,0.024927514215977,-0.608596324357301,-0.0114893178057272,NA,6.08758330673091,NA,-3.63328242332257,-0.000991044711532877,NA,0.280476029534247,NA,-8.64239986810728e-05,NA
"38",-0.13978793118476,0.0206494125774311,-0.75033830026992,-0.0126802637795083,NA,NA,-6.31057603881532,-10.1191849740657,NA,-0.431480019450586,0.302924107816113,NA,-9.96002707157982e-05,NA
"39",-0.225436977358737,0.0168098937203658,-0.561663272619678,-0.0101729506314126,NA,9.03139132645953,NA,-6.84027510238795,-0.00104221778561719,-0.45610254816863,NA,NA,-0.000111283106785625,NA
"40",-0.157800222350482,0.0114250890603335,-0.539135755455245,-0.0128842874861416,NA,4.62336325745262,NA,NA,-0.000692393607353637,0.139429062617321,0.0912682887036299,NA,-0.000101988684823441,NA
"41",-0.135796118994632,0.0190909497627286,-0.733402430607425,-0.0109894935564111,NA,NA,-3.68270333254692,-3.80881087196465,-0.00149898321350712,-0.575875999741465,0.294608665186798,NA,-0.000170280661508496,NA
"42",-0.205481480217909,0.0174989366846503,-0.684920765438029,-0.00847696257758945,NA,12.7077768830924,NA,NA,-0.000707412712336676,-0.150261753476371,0.287636937637137,NA,NA,NA
"43",-0.118019183543555,0.0292973738660653,-0.710653356602038,-0.00927898338478722,NA,4.189855379666,NA,-4.81400918842703,-0.00172103539647149,0.187777408054867,0.26313357333611,NA,-6.43281425374987e-05,NA
"44",-0.169709521593271,0.00618519310831314,-0.617011414460867,-0.0113947535637736,NA,NA,NA,-8.19860437012677,NA,NA,0.269123530399086,NA,-0.000102403840584083,NA
"45",-0.13229563369657,0.0179845164665419,-0.584850678450331,-0.0197131258641926,NA,NA,-2.4981605638711,-3.34988413811981,-0.00105086200299744,NA,0.304845543334955,NA,-8.08431356197467e-05,NA
"46",NA,0.0187501326809193,-1.16911119547518,-0.0119577866641682,NA,10.7903758046139,-8.5650886302408,-9.63087796575755,0.00103378993342032,-0.0318162372547071,0.231741585103249,NA,-0.000308434404065881,NA
"47",-0.147548439953952,0.0236066480905673,-0.654926082756102,-0.00924013369896932,NA,6.69529680453475,-4.3390567038611,-7.02631516186739,-0.00129606709770365,-0.152186958341447,0.27617706853804,NA,NA,NA
"48",-0.191500756830167,-0.00406784630001044,-0.814072126779345,-0.0266182843964732,NA,NA,NA,-9.73833024898542,-0.000815806874484599,NA,0.244820055766228,NA,-0.000181634577807043,NA
"49",-0.143728625752097,0.0193316046746754,-0.52054129622692,-0.0095108545127323,NA,9.59928509167241,-5.29038637278568,-7.30140095174277,4.67899052171266e-06,NA,0.426291227473388,NA,-8.48857730649376e-05,NA
"50",-0.120887033617163,NA,-0.507885111781779,-0.00843270331977303,NA,NA,-3.85571475517015,-5.38895810815162,-0.00115604192368896,NA,0.142110270871687,NA,NA,NA
"51",-0.184406955095071,0.0272365999584394,-0.633172267066284,-0.0118592732434898,NA,9.3266299968344,-2.02288265463996,NA,-0.000926115761521164,0.0578829487588859,0.279585404813061,NA,-0.000224950484455227,NA
"52",-0.173320768376358,0.0148748060271427,-0.894792475572511,-0.00868965844529681,NA,6.32138791719267,-5.39233777540884,-8.75152573117381,-0.000929685189658829,NA,0.331231952651621,NA,-0.000219921574081547,NA
"53",-0.0913342830966977,0.0273152184342641,-0.651937013180826,-0.00784823050015021,NA,NA,-2.75417364662823,-2.74811355726599,NA,NA,0.162336397017603,NA,-0.000100013534427231,NA
"54",-0.170146734817343,0.0649234629057485,-0.554096971677444,-0.00839634779667359,NA,6.72627550180957,-8.33729675474654,-4.44794359591867,NA,-0.536974620590134,0.322221202748631,NA,-0.000156006715877995,NA
"55",-0.114334385729043,0.0359113022250413,-0.933044537759012,-0.0188581684857866,0.132638099176362,10.0395165847661,NA,-3.7317866637551,-0.000881806451759717,NA,0.197212788836752,NA,-0.00016254918249511,NA
"56",-0.165799514047262,0.0144745128728502,-0.684667280697745,-0.00875512424684957,NA,NA,NA,-7.49421030663963,NA,0.707577119368148,0.299919544043373,NA,-0.000304988955984745,NA
"57",-0.135225176178665,0.0168588520188125,-0.543925798672351,-0.00734626047063175,NA,6.90043770578121,-4.29443783462088,NA,NA,-0.131379663625808,0.261332767446126,NA,-7.93494410221671e-05,NA
"58",-0.167285465451149,0.0243916680731798,-0.537378917070939,-0.0100430542889517,NA,6.28442138892252,-1.6682222704964,NA,-0.00106128268229924,NA,0.147127030783479,NA,-0.000248512005609592,NA
"59",-0.125776961929836,0.0097320344571419,-0.587241771771066,-0.00985373126807894,NA,12.6674763684171,NA,-5.61276457612046,-0.001463194789477,-0.564850973265388,0.250386266530762,NA,-0.000201653155457995,0.09211147850714
"60",-0.145133582817883,0.0218103409490048,-0.832601781870144,-0.0138824622770198,NA,7.28933272925345,NA,-8.92389139814951,-0.0011917223691043,NA,0.29807347530145,NA,-0.000357368756716133,0.0895348837231067
"61",-0.0820700394571487,0.0184685876526542,-0.540795514363006,-0.0130875537788397,NA,8.05087921255905,NA,-3.88599661470864,-0.00151422620721437,NA,0.312902336062938,NA,-0.000301368810848408,NA
"62",NA,0.0162498472697491,-0.583125638899302,-0.0110364169791163,0.25705898092246,13.0651163627706,NA,-2.92962951752626,-0.000897379142887879,0.339703094892206,0.283278480730589,NA,-0.000199558308681293,NA
"63",NA,0.0320130739547832,-0.452424899709676,-0.00578609951558584,NA,4.62713396196319,NA,-3.69642892087438,-0.00126739928177859,NA,0.172488807887115,NA,NA,NA
"64",-0.164978095864715,0.0244712488365695,-0.541257546539001,-0.0119495277546142,NA,9.91570566354712,-7.30109559082686,NA,NA,0.497446143379196,0.276583964738192,NA,NA,NA
"65",-0.232233242818712,0.026352254281962,-0.521357706723565,-0.0108987258478942,NA,7.21860253331542,NA,-6.77709301544888,8.44882935078673e-05,-0.573739007477466,0.229240370285241,0.0230558640873099,NA,NA
"66",-0.175305758580294,0.0179925726776151,-0.517289420057067,-0.011374476526605,NA,2.73776586036632,-8.1699982673384,-8.3537859151709,-0.00170098441607598,-0.751257689572718,0.593354324828758,NA,-0.000269195461523842,NA
"67",-0.151168693606967,0.0136678944440345,-0.595868241334562,-0.0123715442415359,NA,7.72793502056819,-4.89645499510537,NA,NA,-0.620927753893759,0.266052328168039,NA,-0.000195105122978009,NA
"68",-0.190656179287279,0.0256864678095331,-0.561581046134607,-0.0101508759085944,NA,NA,-6.36908172744973,-9.25470549706891,-0.00182676868064339,-0.463766716022566,0.433666655451303,NA,-9.75962896551051e-05,0.66591661580894
"69",-0.205271555466279,0.0187141313953719,-0.625177963001762,-0.0112733833357585,NA,9.17909592405923,-5.55998279843625,-7.05003318626344,NA,NA,0.0557142461611206,NA,-0.000117591683720181,NA
"70",-0.185839891849089,0.0659361326444542,-0.486796526502691,-0.00909735884574954,NA,1.43487246045171,NA,-4.87672899456344,-0.00081502454147672,0.408786048811231,0.332780257106628,NA,-0.000179755802561548,NA
"71",-0.105293302498789,0.0212563419495038,-0.601373868687646,-0.0148175161332273,NA,9.29334249367539,-8.89844821202141,NA,-0.000236894801202298,0.0430791779676575,0.31853557385034,NA,1.42570503849913e-05,NA
"72",NA,0.0159234644158059,-0.592343365457386,-0.0140971121184372,NA,8.91933931837434,-3.94405931505091,-4.42360875844157,-0.000931444079421947,NA,0.297760534077967,NA,-9.7861943803957e-05,NA
"73",-0.122434509208742,0.0651781883422838,-0.686417958078604,-0.0135361956772397,NA,NA,NA,-6.72534687919535,NA,-0.168814005638456,0.346218231005253,NA,-0.000292562624311357,NA
"74",-0.146548810285436,0.01988391280683,-0.584025316347007,-0.010389082011283,0.461647783328591,5.77473274572099,NA,-9.11357241238931,-0.00142905451089618,-0.0923854457521435,0.0836797617397555,NA,-0.000103637013611453,NA
"75",NA,0.0412447785976103,-0.514701076906134,-0.00948186459318899,NA,7.52914576003624,-3.86369170471454,NA,-0.00104188811879076,-0.305223702406092,0.179848264837474,NA,-0.000154399596809255,NA
"76",-0.186674728934529,0.0145657861275617,-0.469480533793042,-0.00831308838216094,-0.112407020000208,2.56540780275805,-4.19655423079497,-3.20291299643145,-0.00109876030358048,0.0909351454471249,NA,NA,NA,NA
"77",-0.143761622003175,-0.0079334397885995,-0.520711700346436,-0.0143406688451452,NA,8.23620582549932,-3.14155206559755,-3.15852200689526,0.000183441880238984,-0.74485079727908,0.243923709730111,NA,NA,NA
"78",-0.172328197248234,0.0146663430392515,-0.948099395945668,-0.0102158734642785,NA,17.3600699016672,-7.05334931878518,NA,NA,-0.399526610981194,0.363682827435966,NA,-0.00027116830692806,NA
"79",-0.187061719896832,0.0192386981946999,-0.859092548581641,-0.00909783220190165,NA,NA,-2.81675095216913,-2.82242267225235,-0.00159862902893245,0.211626531580156,0.268831153842585,NA,NA,NA
"80",NA,0.021854284792253,-0.780166950755131,-0.0126984947968242,0.20701579046518,6.94767754254019,NA,-6.80284614674076,-0.000914854372342746,NA,0.245283524409453,NA,-0.000103753158727227,NA
"81",-0.121794447627538,0.0193725635215023,-0.539801230356124,-0.0124066655677328,NA,7.7648521707725,NA,-9.48541935566538,NA,-0.163006801724757,0.475574356012916,NA,NA,NA
"82",-0.0775354494264854,0.0160130453254117,-0.540702656270955,-0.0185319328554679,NA,7.69731368024138,-0.277764690163527,-7.31026431104747,NA,-0.158208377647308,0.189734468936468,NA,NA,NA
"83",-0.0990249966158743,0.0271659032720072,-0.575880514421308,-0.0086295997068661,0.18070327835899,7.97990501562438,-6.64904549474068,-7.88216796127784,NA,0.076906048151671,0.281199292913642,0.0576031348132494,-0.000160103276787929,NA
"84",-0.132321543306621,0.033806841736326,-0.59008221731128,-0.0110973521477343,NA,7.47627779174141,-2.97803888712572,-8.95259528412118,-0.00511338249981787,NA,0.293062523435319,NA,NA,NA
"85",-0.173622328351206,0.0159285958158857,-0.688736847144848,-0.0287071718399219,NA,NA,NA,-5.22643585189754,0.000108421390144533,-0.903097944822951,0.210085882156718,NA,-0.000200563671726608,NA
"86",-0.151582412453192,0.0695477944764313,-0.791972693448483,-0.0147532889583345,-0.074099240741342,14.9630675766139,NA,-4.17023401909789,NA,0.0667063390009146,0.248106571802249,NA,-0.00013531102270655,NA
"87",-0.0955565610970209,0.0134547980151292,-1.14919214432626,-0.00900360381436515,NA,NA,NA,-7.70803418565682,-0.000931808021010442,NA,0.145936022020526,NA,-9.59050419872253e-05,NA
"88",-0.200091626430794,0.0183824588910304,-0.590849018530221,-0.00759090832940129,0.302086585082373,9.46813002720764,NA,-5.11749737004225,-0.00108550191080064,NA,0.232792050694905,NA,-0.00027215194510796,NA
"89",-0.104100841814778,0.0265729178764461,-0.999831374556016,-0.00807771017897873,NA,10.9682873878833,NA,-6.5512225277179,NA,NA,0.287474686039319,NA,-0.000285772095108855,NA
"90",-0.123216555646226,0.0303283517576621,-0.241717613108142,-0.0111529436569711,NA,11.2680459803357,-5.26492826383386,-3.68469068135709,NA,0.000692957770453657,0.233588543699646,NA,-0.000252098566655764,NA
"91",-0.0850563401644426,0.0151206611691452,-0.566205872653177,-0.00916919522361115,NA,NA,NA,-9.17279826490411,NA,NA,0.332586567335764,NA,-8.43594007185433e-05,NA
"92",-0.164666667856551,0.0155562280349433,-0.823897109136192,-0.0125769039810489,NA,9.87715146125197,NA,-2.69348479943214,NA,NA,0.279803542254085,NA,-0.00010091647192454,NA
"93",-0.187804288865044,0.0166822489149666,-0.609051117983146,-0.00865136095541738,0.149005414089685,6.51780338414881,-6.66401304688241,NA,NA,NA,0.660346690622395,NA,-0.000132015100819402,NA
"94",-0.162311504998058,0.0216483005358014,-0.517585221760197,-0.0100853254965036,NA,NA,-2.39805414595944,NA,-0.000773649339694005,0.155337141164497,0.254131961331652,0.0158818510261114,NA,NA
"95",-0.205199952405989,0.0166499926135041,-0.553855298153073,-0.0115539730250517,0.106386281873756,NA,-5.80106960980765,-2.93259486730499,NA,NA,0.104713358728848,NA,-0.000199784612113241,NA
"96",-0.0766100284030366,0.0329571050631802,-0.554940248103594,-0.0133469305492968,NA,8.90610665403502,-5.31035992952624,NA,NA,0.00452509293060096,0.280499650497386,NA,NA,NA
"97",-0.219285114843303,0.0191877189049666,-0.605427857874036,-0.00600548034737306,NA,6.98560371868771,NA,-6.88529769133591,NA,0.125477201203611,0.196626919439012,NA,-0.000253804089846419,NA
"98",-0.207234277272517,0.019197467663822,-0.616397376888002,-0.0132915772922879,NA,5.89895642449852,NA,-8.60849449019357,NA,NA,0.243789392850069,NA,-8.31469635439024e-05,NA
"99",-0.132390283747384,0.0406722748112463,-0.933488756410165,-0.022574607393363,0.428142350759476,10.4477597211352,-6.84957732833249,-9.29501967653175,NA,0.343763009067327,0.222206631641941,NA,-0.00019141975452843,NA
"100",-0.106961756050672,0.0192095684348016,-0.527779689396739,-0.0198453330645121,NA,8.07310778382384,NA,-5.06297559976564,NA,-0.507126490699218,0.302531820792849,NA,-0.000313196399452901,NA
"101",-0.107900516212636,NA,NA,-0.00150053675289896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,-0.0139312231269956,NA,-0.00240965597193359,NA,0.43957825719861,NA,NA,NA,NA,0.0534753770975413,NA,NA,NA
"103",-0.111891713158768,NA,NA,-0.00303235773685577,0.0153339291142264,0.449634717899679,-1.01041587120918,NA,NA,-0.188050959615089,NA,NA,NA,NA
"104",-0.0956257283948275,-0.0137808178131802,0.115860520312024,NA,NA,1.62525288362332,-1.0800564163905,NA,-0.000870464489775978,NA,NA,NA,NA,NA
"105",-0.0194064909435944,-0.0122452917749245,NA,-0.0052330260256254,NA,0.893587505996995,NA,NA,NA,NA,NA,NA,NA,NA
"106",-0.041007707658536,NA,0.151843567158892,-0.00173214254551378,NA,0.482742276674269,-0.899444218447161,NA,NA,NA,NA,NA,NA,NA
"107",-0.0648273678963328,NA,NA,-0.00315119541026324,NA,1.09970187381627,-1.04024580937193,NA,NA,NA,0.0203392964239957,-0.005069329419007,NA,NA
"108",-0.0758402494677536,NA,NA,-0.00176454457327487,NA,NA,NA,-2.9955143775017,NA,NA,-0.0477021404832184,NA,NA,NA
"109",NA,-0.0152061386781775,NA,-0.00258464848316396,NA,1.37446606025866,-0.87062740981615,NA,-0.00100086351206743,-0.0975114930229952,NA,NA,NA,NA
"110",-0.0961209748759114,-0.0385670181803457,0.286008849829573,-0.00255971906206788,NA,0.470482429968363,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,NA,-0.00208764691499216,NA,2.05242953671148,-0.933477245341391,NA,NA,NA,NA,-0.0175872130100764,NA,NA
"112",-0.100673863153927,NA,NA,-0.0050679101256673,NA,NA,NA,-1.46422853931521,NA,NA,NA,NA,NA,NA
"113",-0.0985935659535797,-0.0182417092538248,NA,-0.00136703829789866,NA,1.34806711116936,NA,NA,NA,NA,NA,NA,NA,NA
"114",-0.115286766886378,NA,NA,-0.00588776281095623,0.00723306800691522,1.71166341207814,NA,-4.21527962509295,9.72049718731718e-05,NA,NA,-0.0124032626550542,NA,NA
"115",-0.109809923778422,NA,NA,-0.0061352543738308,NA,0.369793321455956,-1.15075313422987,NA,NA,-0.126848794622057,NA,NA,NA,NA
"116",-0.0855511877897499,-0.0144987181642321,NA,NA,-0.0196681655876837,1.47980457731629,-1.5149303658791,NA,NA,NA,NA,-0.00118462589587319,NA,0.126875724364676
"117",-0.0819185795429179,NA,NA,-0.00651139582512408,NA,NA,NA,NA,NA,-0.142590364702284,NA,NA,NA,NA
"118",-0.0304330153932526,-0.013283983639584,NA,-0.00133526775560141,NA,0.714123085433642,NA,-3.76218196417549,NA,-0.531872897787661,NA,-0.0183716154471658,NA,NA
"119",-0.103150109201875,NA,NA,NA,NA,1.51062978407967,NA,NA,NA,NA,NA,-0.0104479164761739,NA,NA
"120",-0.0954567330234211,NA,NA,-0.00189382963907682,NA,NA,-2.33927607504358,NA,NA,NA,NA,-0.014269326603718,NA,NA
"121",-0.11309545689925,NA,NA,NA,NA,1.82988804809691,NA,-3.08554139974727,NA,NA,NA,-0.0122378014370927,NA,NA
"122",-0.101201346022465,NA,NA,-0.00414625333526709,NA,0.783724914513769,NA,NA,NA,-0.182590437794815,NA,-0.00818656397543948,NA,NA
"123",-0.0972775686740917,NA,NA,-0.00105087194201152,NA,0.910988176073544,NA,-3.81591727153297,NA,NA,0.0753902163367005,NA,NA,0.0888055034387176
"124",-0.0855060654868901,NA,NA,-0.00363704903795031,NA,NA,NA,NA,NA,NA,NA,NA,-0.000280561941196869,NA
"125",-0.066276300467113,NA,NA,NA,NA,1.81747883541694,-1.22608987181354,NA,NA,NA,NA,-0.0151991848195788,NA,NA
"126",-0.0963296008355595,NA,NA,NA,NA,1.6743413246804,-1.11475861223743,NA,NA,NA,NA,-0.0119329771398153,NA,NA
"127",-0.0821550159914523,NA,NA,-0.00269199365611671,NA,0.989711922452307,NA,NA,NA,NA,NA,-0.00644598050903587,NA,NA
"128",-0.107669049928874,NA,NA,NA,NA,1.45676871907787,NA,NA,NA,-0.132271087148349,NA,-0.0108076528432277,NA,NA
"129",-0.107177059217577,-0.00646764893912362,0.127659762201706,NA,NA,0.81101105889248,NA,NA,NA,-0.413288415519667,NA,0.00620861640765371,NA,NA
"130",-0.0780452453552413,NA,NA,NA,NA,0.795496533770616,NA,NA,NA,NA,NA,-0.0139847501149992,NA,NA
"131",0.00259386529521218,-0.015154199792426,NA,-0.00347321410037664,NA,0.509881907497531,-0.961033486351819,NA,NA,NA,0.0589139874711919,NA,-0.000469913543139026,NA
"132",-0.0738227713579566,NA,0.163307402962798,NA,NA,0.449732015044764,NA,-1.43359620985658,NA,NA,NA,NA,NA,NA
"133",0.0145455675379393,NA,NA,-0.00381664818709022,NA,0.486395144931018,NA,NA,NA,NA,NA,-0.0222202615237437,NA,NA
"134",-0.093385987205397,NA,NA,-0.00132553433267553,NA,0.60731984748391,-1.21711052539059,NA,NA,NA,0.0610922573390525,-0.0247424650369056,NA,NA
"135",-0.0894938203102199,-0.00998169499157843,NA,NA,NA,0.51553314445926,-1.91916918472353,NA,NA,-0.129338018042252,NA,-0.0146168145454163,NA,NA
"136",-0.0969401038539878,NA,NA,NA,NA,0.443589571120422,-0.927254171490463,NA,NA,NA,NA,-0.0210091353830786,NA,NA
"137",-0.0795104471603263,NA,NA,NA,NA,1.04333286912176,NA,NA,NA,NA,NA,-0.0133952139612799,NA,0.00861571827227638
"138",-0.106540209704764,NA,NA,NA,NA,1.33975990947551,NA,NA,0.000324426332470948,NA,NA,NA,NA,NA
"139",-0.108586787812308,NA,-0.147225980139607,NA,NA,0.603566563470283,NA,NA,-0.000564306967510274,NA,NA,-0.0116973519570841,NA,NA
"140",-0.0663336494929834,NA,NA,NA,NA,1.35915323770893,NA,-1.40960691437305,NA,NA,-0.0405932607827623,NA,NA,NA
"141",-0.0980055733803482,NA,NA,-0.00118945026340821,NA,NA,-1.12679814614258,NA,NA,NA,NA,NA,NA,NA
"142",-0.0722797303338363,0.0192369123106938,NA,-0.00409610381912214,NA,0.855496997092874,-0.756556000627952,NA,NA,NA,NA,NA,NA,NA
"143",-0.109802086762299,NA,NA,NA,NA,1.62675053678264,-1.43589600535308,NA,NA,-0.114530539097948,NA,NA,NA,NA
"144",-0.093856969087511,NA,0.201961843988687,NA,NA,2.01926057628669,NA,NA,NA,NA,NA,-0.0102066279025477,NA,NA
"145",-0.106501872005807,NA,NA,-0.00132614948174118,NA,0.935454623631631,NA,NA,NA,NA,NA,NA,NA,0.0716051031983389
"146",-0.0902813437190912,NA,NA,-0.00135402455488758,NA,1.41712019001323,NA,NA,NA,NA,NA,NA,-6.04731085212832e-05,NA
"147",NA,NA,NA,-0.00364408116864462,NA,0.659231646877778,NA,NA,NA,NA,NA,NA,NA,NA
"148",-0.109543880421545,-0.00133479835512733,0.195665562531877,-0.00246302686038352,NA,1.01320884070928,NA,NA,NA,NA,NA,NA,NA,NA
"149",-0.077730063283808,-0.0253593239889738,NA,-0.0043263430727152,NA,0.610338158636954,NA,NA,NA,NA,NA,-0.0158486314288788,NA,NA
"150",-0.106676534143589,NA,NA,-0.00351218850595354,NA,0.634523189782045,-0.838748053029659,-3.55514386030734,NA,-0.0587499155773346,NA,NA,NA,0.121785056652845
"151",-0.114517795827664,NA,NA,-0.00353130627394455,NA,0.516826425940489,1.37923568596167,NA,NA,NA,NA,-0.0119314813633366,NA,NA
"152",-0.112858081659595,NA,NA,-0.00117303949830578,NA,0.45232338431863,NA,-1.89451819765524,NA,NA,NA,0.000411345833441134,NA,NA
